seqnames start end CI.start CI.end genoT deltaW filenames
chr12 63856557 63868644 63692364 63970029 cc-ww 172 fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam.RData.21
chr13 19140594 19146305 17351410 19184845 wc-cc 80 fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam.RData.22
chr14 71158830 71178035 71023089 71273281 ww-cc 172 fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam.RData.23
chr15 21291442 21292984 21265206 21541910 wc-ww 87 fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam.RData.24
chr15 66294897 66301992 66256320 66311954 ww-wc 85 fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam.RData.25
chr15 72578639 72587622 72566939 72605782 wc-ww 79 fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam.RData.26
chr15 74040927 74100741 74027060 74127617 ww-wc 89 fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam.RData.27
chr15 89346949 89351942 89332813 89396637 wc-ww 91 fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam.RData.28
chr16 21381089 21503745 21249471 21765364 cc-ww 154 fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam.RData.29
chr16 22678886 22687097 22665837 22846514 ww-cc 148 fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam.RData.30
chr16 34273148 34571780 34112598 34583041 cc-ww 140 fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam.RData.31
chr16 46401631 46404168 46399785 46523929 ww-cc 172 fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam.RData.32
chr17 26604052 26881266 26549224 26884950 ww-cc 48 fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam.RData.33
chr17 26885829 27596424 26884877 27735563 cc-ww 48 fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam.RData.34
chr19 24347205 24347991 24338858 24362602 ww-cc 155 fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam.RData.35
chr20 28457223 28558200 26375068 28619265 cc-wc 91 fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam.RData.36
chr20 30424609 30466471 30174009 30533612 wc-cc 91 fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam.RData.37
chr21 10324497 10325673 9959895 10333309 cc-ww 115 fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam.RData.38
chr21 10812629 12971828 10808582 13177960 ww-cc 149 fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam.RData.39
chr22 16433706 16440212 11928151 16459950 wc-cc 53 fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam.RData.40
chrX 88911738 88929489 88798365 89045747 ww-cc 173 fucci_blm_c14_w39_single_3e8_S245_.trimmed.mdup.bam.RData.41
chr3 46798158 46832838 46616908 46998155 ww-wc 83 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.1
chr3 47290420 47357279 47209423 54103460 wc-ww 73 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.2
chr3 194074313 194101886 193872076 194179189 ww-wc 72 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.3
chr4 183686424 183761576 183033437 184177727 ww-cc 150 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.4
chr5 156054138 156073761 155262425 156294214 ww-cc 140 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.5
chr6 36757819 36767199 32775154 37249873 cc-wc 59 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.6
chr6 37518159 37603868 37405311 37899459 wc-cc 69 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.7
chr8 87365335 87409417 87291077 87515291 wc-ww 78 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.8
chr8 139930468 140040649 139621536 140526350 ww-wc 59 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.9
chr9 120775986 120806743 120610542 120849071 cc-wc 55 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.10
chr10 100379912 100380242 100325846 100486258 ww-wc 71 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.11
chr10 103865700 104052702 103251640 104113154 wc-ww 75 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.12
chr14 100072967 100080048 99558555 100193121 ww-wc 58 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.13
chr15 91220026 91236292 91052009 91370460 wc-cc 83 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.14
chr16 55964240 56074879 55680296 56676237 cc-wc 115 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.15
chr16 58089176 58091704 58068190 58291468 wc-ww 108 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.16
chr19 19473005 19608952 19276658 19809079 wc-ww 75 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.17
chr20 16252424 16315864 15872478 16826007 cc-ww 164 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.18
chr22 23266189 23348999 22700707 23618696 ww-wc 115 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.19
chr22 23837092 23843836 23730352 23945553 wc-cc 112 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.20
chrX 117420496 117589032 117259613 118638414 cc-wc 55 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.21
chrX 120731441 120827267 120676243 121167106 wc-cc 53 fucci_blm_c14_w41_single_3e8_S246_.trimmed.mdup.bam.RData.22
chr1 121755228 121764953 121601784 122511029 ww-wc 76 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.1
chr1 146255032 146359466 145996705 146412183 wc-cc 171 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.2
chr1 148694768 148819793 148371964 148906162 cc-ww 174 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.3
chr1 236566983 236576843 236481476 236658621 ww-cc 169 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.4
chr2 89114284 89606877 88967315 89828711 ww-cc 52 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.5
chr2 91600651 91641470 91584918 91946685 cc-ww 47 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.6
chr2 109271937 109396052 109255466 110370925 ww-wc 48 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.7
chr2 110354031 110637684 110133403 110649985 wc-ww 45 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.8
chr2 122449000 122525712 122431824 123127771 ww-wc 27 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.9
chr2 125988260 126126250 124947707 126145578 wc-ww 28 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.10
chr4 122738828 122747520 122711411 122849753 ww-cc 172 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.11
chr5 46291035 46689866 46200401 47063818 cc-ww 57 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.12
chr5 50044945 50194145 49758793 50269492 ww-cc 55 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.13
chr6 66202608 66223286 66125037 66335250 ww-cc 171 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.14
chr6 90336745 90340754 90251784 90412900 cc-ww 172 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.15
chr7 64915278 65149896 64840101 65216825 ww-cc 113 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.16
chr7 65608159 65837662 65478520 65855607 cc-ww 107 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.17
chr8 34144610 34156588 34142167 34165466 wc-cc 87 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.18
chr8 35306066 35363187 35282847 35368962 cc-wc 80 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.19
chr8 58720794 58722626 58700432 58732105 wc-cc 91 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.20
chr8 70939295 70940095 70933297 70948834 cc-wc 86 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.21
chr8 86771177 86774751 86766481 86792585 wc-cc 83 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.22
chr8 112132371 112329015 111730255 112339882 cc-ww 155 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.23
chr9 40988132 40996044 40962028 42380251 ww-wc 82 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.24
chr9 66177701 66196483 65479167 66642739 wc-cc 114 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.25
chr9 130805078 130812609 130745135 130974534 cc-ww 171 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.26
chr11 22722092 22723760 22681480 22773994 cc-ww 145 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.27
chr12 62873838 62876344 62805764 62986587 ww-cc 171 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.28
chr12 63858629 63866149 63784681 63964984 cc-ww 172 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.29
chr13 18349607 18448217 18216359 18520557 wc-cc 124 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.30
chr13 22849666 22949320 22774739 23470984 cc-ww 168 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.31
chr14 19954691 19955534 19926922 19987314 wc-cc 72 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.32
chr15 21259105 21268428 21062485 21531107 wc-ww 73 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.33
chr15 68179003 68187206 68159268 68207178 ww-wc 71 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.34
chr15 68275278 68276296 68240187 68324777 wc-ww 58 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.35
chr15 68325210 68325464 68314253 68383437 ww-wc 60 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.36
chr15 72650934 72686026 72621565 72705990 wc-ww 89 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.37
chr15 74122046 74132058 74072442 74146577 ww-wc 100 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.38
chr15 86399055 86402438 86392831 86432921 wc-ww 69 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.39
chr15 87829590 87835906 87812314 87844215 ww-wc 105 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.40
chr15 89345394 89347866 89323502 89361346 wc-ww 83 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.41
chr16 21582702 21586026 21574846 21705264 cc-ww 160 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.42
chr16 22659828 22660269 22650175 22670881 ww-cc 154 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.43
chr17 26657401 26768228 26636668 26941152 cc-wc 76 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.44
chr17 27062598 27118359 26874984 27132393 wc-cc 74 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.45
chr18 40034901 40820930 40016867 41152731 ww-wc 22 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.46
chr18 43254321 44418500 41722938 44441939 wc-ww 22 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.47
chr18 70918346 70975701 70905394 71535810 ww-wc 22 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.48
chr18 74161380 74208542 71113724 74221084 wc-ww 19 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.49
chr19 24907610 27245383 24399290 27313064 ww-cc 163 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.50
chr20 28033910 28558101 26318606 28739116 ww-cc 134 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.51
chr20 29263266 29263468 29259498 29276761 cc-ww 119 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.52
chr20 29861070 29874829 29845018 29886889 ww-wc 62 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.53
chr20 30848370 30943199 30156643 30967225 wc-ww 76 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.54
chr21 13627435 13804108 10814417 13824441 wc-ww 86 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.55
chr22 23288822 23296423 23139613 23442257 ww-cc 170 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.56
chrX 96597694 96616740 96516363 96685207 cc-ww 171 fucci_blm_c14_w43_single_3e8_S247_.trimmed.mdup.bam.RData.57
chr1 55335788 55342011 55314677 55369681 wc-ww 98 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.1
chr1 88866103 88867246 88843367 88875419 ww-wc 91 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.2
chr1 93562011 93570961 93535887 93585894 wc-ww 90 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.3
chr1 119826102 119834782 119811140 119844109 ww-wc 92 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.4
chr1 169663889 169665429 169659894 169692674 wc-ww 90 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.5
chr1 173820906 173857002 173806040 173868102 ww-wc 91 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.6
chr1 174312385 174320552 174308726 174338880 wc-ww 88 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.7
chr1 178833657 178870263 178802489 178876019 ww-wc 90 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.8
chr1 181724517 181729699 181719451 181741700 wc-ww 104 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.9
chr1 200437726 200442919 200416294 200466566 ww-wc 93 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.10
chr1 208924214 208934503 208884622 208955666 wc-ww 90 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.11
chr1 221485974 221501810 221466544 221520697 ww-wc 91 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.12
chr1 230120199 230132847 230105509 230157403 wc-ww 98 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.13
chr1 233642873 233647948 233631582 233653478 ww-wc 93 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.14
chr1 236631599 236647212 236627328 236659639 wc-ww 99 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.15
chr1 244419596 244439942 244361947 244465442 ww-wc 96 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.16
chr1 248070521 248070930 248055515 248087198 wc-ww 92 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.17
chr2 36705696 36718590 36680473 36743331 ww-wc 100 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.18
chr2 97846250 97861480 97812472 97884413 wc-ww 98 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.19
chr2 194609572 194618083 194595812 194634213 ww-wc 96 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.20
chr3 93470801 93714461 93470702 93726863 wc-cc 132 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.21
chr3 120162156 120163751 118725518 121446049 cc-wc 105 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.22
chr4 129809349 129817806 129722364 129915941 cc-ww 174 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.23
chr5 44175420 44176460 42089066 54489513 ww-wc 101 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.24
chr6 5555538 5560624 5543149 5573756 cc-wc 93 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.25
chr6 16687879 16695882 13646701 19053281 wc-cc 99 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.26
chr6 29697099 29701779 29676247 29728953 cc-wc 91 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.27
chr6 38182313 38182591 38175753 38214623 wc-cc 88 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.28
chr6 40862203 40878284 40849487 40898172 cc-wc 88 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.29
chr6 44987666 44990674 44978739 45010454 wc-cc 93 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.30
chr6 73303041 73312109 73281191 73340077 cc-wc 97 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.31
chr6 73745165 73754069 73727203 73763505 wc-cc 96 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.32
chr6 104016398 104022028 104001196 104026754 cc-wc 94 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.33
chr6 129942718 129948986 129929368 129971384 wc-cc 95 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.34
chr6 134344615 134349945 134321336 134355719 cc-wc 87 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.35
chr6 141651558 141652518 141624860 141671726 wc-cc 91 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.36
chr6 149202795 149202975 149196547 149225604 cc-wc 91 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.37
chr6 158962696 158976362 158942956 158993416 wc-cc 89 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.38
chr7 27724315 27724331 27695262 27761636 wc-cc 94 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.39
chr7 64869822 64882839 64859746 64891031 cc-wc 96 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.40
chr7 83053488 83076497 83044127 83099224 wc-cc 93 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.41
chr7 127509609 127510265 127495293 127523676 cc-wc 96 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.42
chr8 74369143 74372488 74362854 74387092 wc-cc 70 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.43
chr8 93894662 93901754 93889055 93926375 cc-wc 90 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.44
chr8 95624648 95626765 95609118 95644922 wc-cc 97 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.45
chr8 96755796 96760620 96740311 96775444 cc-wc 92 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.46
chr8 99552462 99567985 99539739 99578134 wc-cc 85 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.47
chr8 101729665 101732634 101719589 101765869 cc-wc 80 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.48
chr8 103571514 103575035 103561798 103583466 wc-cc 94 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.49
chr8 106211288 106214796 106198318 106229292 cc-wc 85 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.50
chr8 108325450 108325700 108310962 108342492 wc-cc 86 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.51
chr8 122164971 122172372 122138728 122175606 cc-wc 85 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.52
chr8 126298720 126299147 126286068 126325840 wc-cc 79 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.53
chr8 128462914 128476918 128449110 128482227 cc-wc 77 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.54
chr8 130734005 130747470 130707663 130757707 wc-cc 85 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.55
chr8 140398586 140406462 140371108 140426189 cc-wc 87 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.56
chr8 141697342 141706983 141674604 141718590 wc-cc 83 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.57
chr8 142456498 142457262 142438475 142482025 cc-wc 85 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.58
chr9 32255650 32256480 32241727 32268232 ww-wc 105 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.59
chr9 37631626 37682999 37616818 37699765 wc-ww 98 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.60
chr9 61731413 61919062 61701898 62469329 ww-wc 125 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.61
chr9 62838977 62852496 62816536 63605508 wc-cc 97 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.62
chr9 64408278 64439193 63973428 64849809 cc-ww 120 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.63
chr9 79393183 79400541 77319755 94237605 ww-wc 100 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.64
chr10 4601324 4616339 4586854 4620207 cc-wc 100 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.65
chr10 12840944 12842882 12826079 12863062 wc-cc 93 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.66
chr10 20593321 20597265 20576214 20604220 cc-wc 101 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.67
chr10 20635179 20637180 20624309 22817811 wc-cc 85 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.68
chr10 42401704 42410899 42375480 42414936 cc-wc 93 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.69
chr10 44468683 44490723 44457383 44510660 wc-cc 87 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.70
chr10 68588870 68596957 68576389 68626355 cc-wc 87 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.71
chr10 77325728 77327726 75524126 78772579 wc-cc 91 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.72
chr10 91246333 91253257 91235521 91284688 cc-wc 86 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.73
chr10 94509722 94518789 94504436 94541894 wc-cc 87 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.74
chr10 95982016 95983484 95963766 95998927 cc-wc 86 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.75
chr10 96284433 96294861 96270416 96302794 wc-cc 85 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.76
chr10 96808184 96810901 96772208 96840205 cc-wc 91 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.77
chr10 104347394 104347860 104341030 104368663 wc-cc 91 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.78
chr10 119101171 119109108 119076185 119127825 cc-wc 96 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.79
chr10 120629628 120636376 120624796 120646256 wc-cc 96 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.80
chr10 124058668 124067210 124036076 124083668 cc-wc 90 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.81
chr10 125181118 125190099 125173182 125200295 wc-cc 89 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.82
chr10 125634763 125638573 125621105 125673442 cc-wc 90 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.83
chr10 125944828 125950433 125939167 125969361 wc-cc 94 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.84
chr12 9941675 9942109 9920037 9961159 wc-ww 86 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.85
chr12 10564882 10566375 10540992 10574891 ww-wc 89 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.86
chr12 15543221 15545222 15522621 15565164 wc-ww 88 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.87
chr12 31625443 31630745 31603161 31640951 ww-wc 95 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.88
chr12 31989272 31992217 31979664 32004333 wc-ww 96 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.89
chr12 45101555 45107784 45068194 45134900 ww-wc 89 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.90
chr12 58661663 58680206 58646611 58688848 wc-ww 93 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.91
chr12 63241317 63243778 63228172 63256639 ww-cc 86 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.92
chr12 63256639 63259424 63243778 63281129 cc-wc 82 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.93
chr12 63288785 63298553 63271778 63308227 wc-cc 92 fucci_blm_c14_w49_single_3e8_S250_.trimmed.mdup.bam.RData.94
